Txn_ID,Account_ID,Amount,Merchant
T00853,A0964,44771,Zomato
T00854,A0420,35643,Zomato
T00855,A0524,22716,Flipkart
T00856,A0010,7938,Swiggy
T00857,A0997,30577,Zomato
T00858,A0583,45654,Myntra
T00859,A0099,45262,Zomato
T00860,A0485,4412,Swiggy
T00861,A0175,25230,Zomato
T00862,A0507,46788,Myntra
T00863,A0043,3786,Zomato
T00864,A0349,33414,Myntra
T00865,A0579,33225,Swiggy
T00866,A0653,36386,Zomato
T00867,A0432,17780,Flipkart
T00868,A0993,11788,Swiggy
T00869,A0363,9936,Flipkart
T00870,A0874,5270,Zomato
T00871,A0669,39614,Myntra
T00872,A0231,7097,Amazon
T00873,A0811,21922,Swiggy
T00874,A0639,11972,Myntra
T00875,A0479,19102,Zomato
T00876,A0550,35696,Amazon
T00877,A0613,48375,Flipkart
T00878,A0622,7922,Flipkart
T00879,A0728,40674,Amazon
T00880,A0144,48738,Amazon
T00881,A0697,2167,Swiggy
T00882,A0373,37959,Zomato
T00883,A0602,48564,Swiggy
T00884,A0509,48565,Myntra
T00885,A0990,9296,Swiggy
T00886,A0643,48005,Swiggy
T00887,A0011,48382,Swiggy
T00888,A0491,7429,Swiggy
T00889,A0283,17719,Zomato
T00890,A0764,14142,Zomato
T00891,A0796,49275,Swiggy
T00892,A0928,35557,Swiggy
T00893,A0050,32116,Flipkart
T00894,A0249,9537,Flipkart
T00895,A0715,12131,Amazon
T00896,A0534,46306,Flipkart
T00897,A0017,33908,Flipkart
T00898,A0389,5128,Swiggy
T00899,A0714,29824,Flipkart
T00900,A0917,11929,Amazon
T00901,A0631,31910,Amazon
T00902,A0112,27692,Myntra
T00903,A0447,32064,Myntra
T00904,A0160,25375,Zomato
T00905,A0279,31420,Zomato
T00906,A0123,17874,Swiggy
T00907,A0308,140,Amazon
T00908,A0649,4535,Amazon
T00909,A0744,21447,Swiggy
T00910,A0265,4814,Swiggy
T00911,A0633,21468,Zomato
T00912,A0830,17194,Zomato
T00913,A0414,32650,Amazon
T00914,A0558,43188,Swiggy
T00915,A0468,41090,Myntra
T00916,A0422,28897,Flipkart
T00917,A0343,21295,Amazon
T00918,A0368,29077,Myntra
T00919,A0020,38461,Zomato
T00920,A0156,12373,Swiggy
T00921,A0138,12708,Zomato
T00922,A0756,42620,Amazon
T00923,A0627,40911,Flipkart
T00924,A0714,2671,Swiggy
T00925,A0926,3318,Zomato
T00926,A0923,42914,Zomato
T00927,A0771,36883,Zomato
T00928,A0085,19999,Swiggy
T00929,A0730,13938,Swiggy
T00930,A0773,12509,Amazon
T00931,A0035,10997,Amazon
T00932,A0131,13246,Amazon
T00933,A0638,38445,Zomato
T00934,A0637,38796,Myntra
T00935,A0745,35497,Zomato
T00936,A0580,45645,Zomato
T00937,A0434,3479,Amazon
T00938,A0109,6073,Swiggy
T00939,A0050,48253,Zomato
T00940,A0922,25324,Amazon
T00941,A0072,2431,Flipkart
T00942,A0219,17316,Zomato
T00943,A0869,33379,Swiggy
T00944,A0996,15823,Zomato
T00945,A0528,42203,Myntra
T00946,A0377,6845,Amazon
T00947,A0745,8764,Myntra
T00948,A0856,46986,Myntra
T00949,A0953,12578,Myntra
T00950,A0802,49032,Flipkart
T00951,A0346,1840,Swiggy
T00952,A0016,39671,Swiggy
T00953,A0741,38115,Flipkart
T00954,A0031,23892,Myntra
T00955,A0497,42508,Myntra
T00956,A0553,46134,Myntra
T00957,A0947,40752,Swiggy
T00958,A0221,9063,Zomato
T00959,A0446,10091,Amazon
T00960,A0817,31968,Swiggy
T00961,A0698,3435,Flipkart
T00962,A0083,16638,Zomato
T00963,A0214,27561,Zomato
T00964,A0829,6441,Zomato
T00965,A0835,1934,Flipkart
T00966,A0553,18580,Myntra
T00967,A0343,7377,Amazon
T00968,A0375,29079,Myntra
T00969,A0586,35764,Flipkart
T00970,A0591,8751,Myntra
T00971,A0479,29823,Myntra
T00972,A0163,25990,Swiggy
T00973,A0139,34541,Amazon
T00974,A0279,5997,Myntra
T00975,A0669,7287,Flipkart
T00976,A0819,772,Myntra
T00977,A0167,1326,Swiggy
T00978,A0973,10872,Flipkart
T00979,A0076,41968,Zomato
T00980,A0305,11364,Myntra
T00981,A0356,31831,Flipkart
T00982,A0450,31640,Amazon
T00983,A0381,3450,Amazon
T00984,A0319,844,Zomato
T00985,A0127,37502,Amazon
T00986,A0980,18043,Swiggy
T00987,A0574,7634,Swiggy
T00988,A0587,14532,Myntra
T00989,A0251,7800,Swiggy
T00990,A0018,33944,Zomato
T00991,A0862,36788,Myntra
T00992,A0326,41675,Flipkart
T00993,A0072,22951,Amazon
T00994,A0147,48715,Amazon
T00995,A0752,42389,Flipkart
T00996,A0104,32050,Swiggy
T00997,A0501,23409,Swiggy
T00998,A0354,35400,Amazon
T00999,A0541,48979,Flipkart
T01000,A0193,30651,Flipkart
T01001,A0628,29525,Swiggy
T01002,A0262,13943,Myntra
T01003,A0999,6071,Amazon
T01004,A0660,38201,Swiggy
T01005,A0447,13686,Amazon
T01006,A0792,8907,Zomato
T01007,A0754,17505,Amazon
T01008,A0627,3394,Myntra
T01009,A0659,48855,Flipkart
T01010,A0368,42865,Swiggy
T01011,A0989,4034,Myntra
T01012,A0838,14686,Myntra
T01013,A0978,2323,Flipkart
T01014,A0219,5292,Zomato
T01015,A0218,5108,Swiggy
T01016,A0207,5636,Swiggy
T01017,A0363,1693,Myntra
T01018,A0910,8876,Myntra
T01019,A0438,1815,Zomato
T01020,A0736,7426,Amazon
T01021,A0235,40065,Swiggy
T01022,A0932,1149,Swiggy
T01023,A0400,28243,Amazon
T01024,A0270,36285,Myntra
T01025,A0611,30019,Zomato
T01026,A0933,907,Amazon
T01027,A0462,47938,Flipkart
T01028,A0991,8601,Amazon
T01029,A0459,6233,Flipkart
T01030,A0956,501,Zomato
T01031,A0617,27288,Zomato
T01032,A0606,46651,Swiggy
T01033,A0519,46893,Swiggy
T01034,A0472,38376,Zomato
T01035,A0992,33108,Zomato
T01036,A0463,7542,Myntra
T01037,A0890,39372,Zomato
T01038,A0524,16606,Zomato
T01039,A0669,18918,Amazon
T01040,A0294,13342,Swiggy
T01041,A0456,9358,Flipkart
T01042,A0805,45349,Swiggy
T01043,A0769,33403,Flipkart
T01044,A0775,49535,Myntra
T01045,A0580,14935,Swiggy
T01046,A0447,47861,Swiggy
T01047,A0534,31642,Zomato
T01048,A0046,41137,Myntra
T01049,A0475,5895,Amazon
T01050,A0568,17092,Flipkart
T01051,A0329,32556,Swiggy
T01052,A0526,47442,Flipkart
T01053,A0323,1732,Myntra
T01054,A0931,20937,Amazon
T01055,A0235,31667,Myntra
T01056,A0629,18017,Amazon
T01057,A0806,6659,Swiggy
T01058,A0637,12316,Amazon
T01059,A0759,27265,Zomato
T01060,A0187,45161,Flipkart
T01061,A0491,33135,Flipkart
T01062,A0858,26901,Amazon
T01063,A0267,6972,Swiggy
T01064,A0404,14252,Flipkart
T01065,A0276,23034,Amazon
T01066,A0063,12675,Myntra
T01067,A0172,33770,Flipkart
T01068,A0808,1830,Amazon
T01069,A0973,32017,Swiggy
T01070,A0121,28717,Swiggy
T01071,A0053,35009,Swiggy
T01072,A0250,11661,Amazon
T01073,A0196,4860,Zomato
T01074,A0869,49096,Zomato
T01075,A0060,14420,Zomato
T01076,A0401,11158,Swiggy
T01077,A0437,12903,Swiggy
T01078,A0327,36949,Myntra
T01079,A0460,2103,Swiggy
T01080,A0270,13395,Zomato
T01081,A0739,27881,Swiggy
T01082,A0342,10201,Amazon
T01083,A0559,31011,Swiggy
T01084,A0621,7041,Myntra
T01085,A0928,7934,Zomato
T01086,A0769,40519,Zomato
T01087,A0618,736,Amazon
T01088,A0610,30678,Amazon
T01089,A0971,19243,Flipkart
T01090,A0344,1421,Swiggy
T01091,A0234,4753,Amazon
T01092,A0648,5857,Zomato
T01093,A0331,23279,Myntra
T01094,A0909,30201,Swiggy
T01095,A0513,27560,Flipkart
T01096,A0858,44237,Swiggy
T01097,A0361,5761,Swiggy
T01098,A0335,5694,Swiggy
T01099,A0983,8275,Zomato
T01100,A0333,38595,Myntra
T01101,A0240,46481,Amazon
T01102,A0678,13048,Flipkart
T01103,A0003,48805,Flipkart
T01104,A0295,8465,Zomato
T01105,A0509,19832,Flipkart
T01106,A0241,21017,Amazon
T01107,A0153,37295,Myntra
T01108,A0045,37282,Flipkart
T01109,A0153,45555,Swiggy
T01110,A0715,33958,Zomato
T01111,A0668,35490,Swiggy
T01112,A0106,18386,Myntra
T01113,A0791,27870,Flipkart
T01114,A0087,18068,Myntra
T01115,A0857,5254,Myntra
T01116,A0566,38432,Zomato
T01117,A0417,39349,Zomato
T01118,A0726,6502,Swiggy
T01119,A0293,49311,Zomato
T01120,A0788,26198,Zomato
T01121,A0339,49963,Amazon
T01122,A0685,14696,Swiggy
T01123,A0844,23865,Swiggy
T01124,A0819,12188,Swiggy
T01125,A0121,17182,Amazon
T01126,A0609,40103,Flipkart
T01127,A0403,8593,Swiggy
T01128,A0099,5370,Zomato
T01129,A0254,35490,Amazon
T01130,A0145,6254,Swiggy
T01131,A0557,33678,Flipkart
T01132,A0162,14471,Amazon
T01133,A0196,5238,Swiggy
T01134,A0925,48321,Myntra
T01135,A0167,31445,Amazon
T01136,A0315,19639,Flipkart
T01137,A0040,26987,Swiggy
T01138,A0473,8321,Zomato
T01139,A0558,36426,Myntra
T01140,A0755,15490,Swiggy
T01141,A0769,41730,Flipkart
T01142,A0416,7404,Amazon
T01143,A0655,8408,Amazon
T01144,A0182,47247,Amazon
T01145,A0961,24513,Zomato
T01146,A0591,37901,Swiggy
T01147,A0709,33057,Amazon
T01148,A0987,43915,Swiggy
T01149,A0776,6045,Flipkart
T01150,A0012,23774,Swiggy
T01151,A0662,3275,Amazon
T01152,A0656,19552,Myntra
T01153,A0565,34215,Myntra
T01154,A0451,6831,Flipkart
T01155,A0584,26935,Swiggy
T01156,A0661,29819,Amazon
T01157,A0428,5180,Swiggy
T01158,A0810,41383,Amazon
T01159,A0049,45457,Myntra
T01160,A0406,10892,Swiggy
T01161,A0293,16993,Zomato
T01162,A0800,18119,Myntra
T01163,A0096,2292,Amazon
T01164,A0114,11741,Zomato
T01165,A0887,27716,Amazon
T01166,A0881,49852,Myntra
T01167,A0105,5753,Zomato
T01168,A0210,10409,Flipkart
T01169,A0419,28207,Zomato
T01170,A0967,38816,Zomato
T01171,A0473,37450,Swiggy
T01172,A0262,36975,Amazon
T01173,A0087,20553,Flipkart
T01174,A0441,9332,Myntra
T01175,A0392,29490,Myntra
T01176,A0209,7470,Zomato
T01177,A0449,19987,Myntra
T01178,A0854,39099,Myntra
T01179,A0037,47084,Myntra
T01180,A0896,12653,Flipkart
T01181,A0453,36397,Amazon
T01182,A0708,46370,Flipkart
T01183,A0772,39402,Swiggy
T01184,A0601,10112,Myntra
T01185,A0182,18852,Zomato
T01186,A0511,25190,Myntra
T01187,A0586,22276,Amazon
T01188,A1000,37634,Amazon
T01189,A0112,7312,Amazon
T01190,A0122,35899,Flipkart
T01191,A0856,2781,Myntra
T01192,A0748,43264,Swiggy
T01193,A0746,14825,Myntra
T01194,A0728,46159,Zomato
T01195,A0075,13796,Flipkart
T01196,A0013,36509,Flipkart
T01197,A0888,4009,Flipkart
T01198,A0029,20297,Swiggy
T01199,A0667,26061,Myntra
T01200,A0439,7813,Myntra
T01201,A0672,32977,Zomato
T01202,A0595,33119,Swiggy
T01203,A0395,42552,Flipkart
T01204,A0336,5696,Flipkart
T01205,A0678,33547,Amazon
T01206,A0028,26178,Swiggy
T01207,A0046,5187,Swiggy
T01208,A0621,15718,Swiggy
T01209,A0534,28432,Flipkart
T01210,A0955,14294,Flipkart
T01211,A0959,28315,Amazon
T01212,A0978,3975,Zomato
T01213,A0426,40295,Flipkart
T01214,A0730,1146,Swiggy
T01215,A0397,21162,Flipkart
T01216,A0070,40945,Zomato
T01217,A0089,37988,Flipkart
T01218,A0078,22478,Amazon
T01219,A0932,25695,Myntra
T01220,A0419,19762,Amazon
T01221,A0625,32270,Myntra
T01222,A0649,47909,Zomato
T01223,A0259,9834,Swiggy
T01224,A0239,25682,Myntra
T01225,A0519,10257,Flipkart
T01226,A0539,46528,Amazon
T01227,A0440,13999,Swiggy
T01228,A0001,21009,Flipkart
T01229,A0322,47329,Swiggy
T01230,A0149,13813,Myntra
T01231,A0386,11827,Zomato
T01232,A0667,41160,Myntra
T01233,A0909,34140,Amazon
T01234,A0714,13954,Flipkart
T01235,A0299,35972,Myntra
T01236,A0469,39677,Amazon
T01237,A0029,5302,Flipkart
T01238,A0283,6108,Myntra
T01239,A0479,19116,Swiggy
T01240,A0405,1915,Myntra
T01241,A0290,42518,Amazon
T01242,A0254,17001,Swiggy
T01243,A0267,43923,Myntra
T01244,A0058,46566,Zomato
T01245,A0021,36642,Flipkart
T01246,A0081,5102,Zomato
T01247,A0370,35625,Swiggy
T01248,A0733,6409,Amazon
T01249,A0179,37716,Zomato
T01250,A0003,28926,Amazon
T01251,A0061,17390,Zomato
T01252,A0771,4926,Zomato
T01253,A0875,42435,Amazon
T01254,A0659,8181,Flipkart
T01255,A0357,35600,Myntra
T01256,A0991,12064,Amazon
T01257,A0337,1834,Zomato
T01258,A0614,287,Amazon
T01259,A0238,26933,Swiggy
T01260,A0936,1395,Flipkart
T01261,A0008,36114,Zomato
T01262,A0125,12306,Flipkart
T01263,A0499,30099,Zomato
T01264,A0712,46484,Myntra
T01265,A0999,43183,Swiggy
T01266,A0450,3408,Flipkart
T01267,A0724,23164,Flipkart
T01268,A0486,17899,Amazon
T01269,A0738,38153,Amazon
T01270,A0663,21340,Amazon
T01271,A0989,12412,Zomato
T01272,A0303,32601,Flipkart
T01273,A0333,38684,Swiggy
T01274,A0499,19009,Zomato
T01275,A0068,32903,Flipkart
T01276,A0079,44816,Myntra
T01277,A0731,34695,Swiggy
T01278,A0731,27314,Flipkart
T01279,A0544,31694,Swiggy
T01280,A0875,19005,Flipkart
T01281,A0609,38780,Swiggy
T01282,A0940,38143,Swiggy
T01283,A0908,12373,Amazon
T01284,A0787,28275,Swiggy
T01285,A0039,13638,Amazon
T01286,A0471,19405,Amazon
T01287,A0133,11744,Amazon
T01288,A0687,10086,Flipkart
T01289,A0945,39253,Zomato
T01290,A0145,29248,Zomato
T01291,A0071,15944,Zomato
T01292,A0911,43595,Flipkart
T01293,A0801,45080,Zomato
T01294,A0770,35658,Zomato
T01295,A0140,26083,Myntra
T01296,A0039,7771,Amazon
T01297,A0140,17086,Zomato
T01298,A0506,28015,Zomato
T01299,A0958,2498,Flipkart
T01300,A0842,15076,Myntra
T01301,A0931,8439,Zomato
T01302,A0515,23248,Amazon
T01303,A0166,17642,Myntra
T01304,A0255,27334,Flipkart
T01305,A0316,5744,Flipkart
T01306,A0153,16886,Swiggy
T01307,A0503,18530,Swiggy
T01308,A0766,36033,Flipkart
T01309,A0146,13823,Flipkart
T01310,A0286,12545,Amazon
T01311,A0847,14598,Amazon
T01312,A0507,26285,Swiggy
T01313,A0348,47839,Amazon
T01314,A0686,44442,Myntra
T01315,A0357,35277,Amazon
T01316,A0238,46547,Flipkart
T01317,A0999,9178,Myntra
T01318,A0406,21266,Myntra
T01319,A0956,33472,Swiggy
T01320,A0439,31769,Myntra
T01321,A0700,42027,Myntra
T01322,A0269,8320,Zomato
T01323,A0440,1487,Flipkart
T01324,A0368,39544,Swiggy
T01325,A0952,19462,Swiggy
T01326,A0041,43079,Zomato
T01327,A0386,36631,Myntra
T01328,A0183,36419,Swiggy
T01329,A0356,45263,Flipkart
T01330,A0559,21678,Myntra
T01331,A0162,8807,Amazon
T01332,A0714,28593,Swiggy
T01333,A0420,20038,Amazon
T01334,A0396,44978,Zomato
T01335,A0592,13569,Zomato
T01336,A0935,11031,Amazon
T01337,A0954,25449,Swiggy
T01338,A0569,43789,Flipkart
T01339,A0539,32493,Zomato
T01340,A0139,46307,Myntra
T01341,A0799,24055,Zomato
T01342,A0578,15688,Flipkart
T01343,A0547,3082,Swiggy
T01344,A0749,45234,Flipkart
T01345,A0958,4890,Flipkart
T01346,A0586,26956,Flipkart
T01347,A0579,6300,Myntra
T01348,A0148,37399,Swiggy
T01349,A0040,12270,Flipkart
T01350,A0590,49383,Myntra
T01351,A0343,18906,Myntra
T01352,A0923,24301,Zomato
T01353,A0532,19890,Flipkart
T01354,A0043,24431,Myntra
T01355,A0537,29211,Flipkart
T01356,A0889,27560,Amazon
T01357,A0092,17924,Flipkart
T01358,A0997,4523,Flipkart
T01359,A0319,36217,Myntra
T01360,A0662,5064,Amazon
T01361,A0917,25702,Myntra
T01362,A0607,4599,Myntra
T01363,A0007,7525,Swiggy
T01364,A0337,14009,Myntra
T01365,A0857,31674,Swiggy
T01366,A0567,2392,Flipkart
T01367,A0525,49654,Myntra
T01368,A0071,43905,Zomato
T01369,A0349,47699,Myntra
T01370,A0098,33683,Myntra
T01371,A0183,2611,Myntra
T01372,A0909,40103,Swiggy
T01373,A0363,212,Amazon
T01374,A0806,44810,Myntra
T01375,A0568,40987,Amazon
T01376,A0093,47195,Swiggy
T01377,A0775,21857,Zomato
T01378,A0307,10297,Amazon
T01379,A0224,25898,Myntra
T01380,A0671,30928,Flipkart
T01381,A0516,47206,Flipkart
T01382,A0598,13038,Flipkart
T01383,A0165,4071,Amazon
T01384,A0470,24884,Flipkart
T01385,A0941,23267,Zomato
T01386,A0571,28856,Myntra
T01387,A0373,29289,Swiggy
T01388,A0040,36024,Zomato
T01389,A0576,39872,Flipkart
T01390,A0781,38330,Myntra
T01391,A0950,13328,Zomato
T01392,A0511,32069,Myntra
T01393,A0353,43524,Myntra
T01394,A0369,38964,Swiggy
T01395,A0748,34050,Amazon
T01396,A0043,49240,Amazon
T01397,A0108,35169,Amazon
T01398,A0028,47568,Swiggy
T01399,A0749,39446,Amazon
T01400,A0696,30698,Swiggy
T01401,A0234,32551,Amazon
T01402,A0426,163,Zomato
T01403,A0999,6407,Swiggy
T01404,A0512,10454,Flipkart
T01405,A0969,8826,Swiggy
T01406,A0291,1290,Zomato
T01407,A0737,5507,Amazon
T01408,A0003,38743,Flipkart
T01409,A0407,29688,Amazon
T01410,A0532,26275,Swiggy
T01411,A0874,42542,Myntra
T01412,A0776,14471,Amazon
T01413,A0315,30386,Zomato
T01414,A0502,12046,Myntra
T01415,A0376,21612,Swiggy
T01416,A0881,25336,Swiggy
T01417,A0639,40299,Swiggy
T01418,A0725,47218,Swiggy
T01419,A0980,9735,Zomato
T01420,A0904,40020,Flipkart
T01421,A0013,8943,Amazon
T01422,A0237,28145,Flipkart
T01423,A0705,22366,Zomato
T01424,A0012,27102,Zomato
T01425,A0092,42585,Swiggy
T01426,A0547,9165,Zomato
T01427,A0097,6015,Flipkart
T01428,A0869,11816,Swiggy
T01429,A0736,15031,Flipkart
T01430,A0262,23417,Zomato
T01431,A0926,7271,Swiggy
T01432,A0566,24889,Amazon
T01433,A0382,1356,Amazon
T01434,A0521,39939,Amazon
T01435,A0207,22738,Swiggy
T01436,A0238,48721,Zomato
T01437,A0310,44540,Swiggy
T01438,A0848,30961,Amazon
T01439,A0924,29574,Zomato
T01440,A0841,2864,Myntra
T01441,A0797,20038,Amazon
T01442,A0595,33093,Amazon
T01443,A1000,12947,Myntra
T01444,A0077,19642,Zomato
T01445,A0495,19359,Zomato
T01446,A0382,5912,Amazon
T01447,A0161,10430,Swiggy
T01448,A0677,7867,Zomato
T01449,A0889,38065,Flipkart
T01450,A0356,20030,Zomato
T01451,A0320,7410,Flipkart
T01452,A0443,23033,Swiggy
T01453,A0131,44295,Amazon
T01454,A0727,13035,Myntra
T01455,A0674,26772,Myntra
T01456,A0202,44720,Flipkart
T01457,A0957,47976,Myntra
T01458,A0013,35791,Zomato
T01459,A0282,12937,Flipkart
T01460,A0669,26041,Myntra
T01461,A0522,31535,Swiggy
T01462,A0015,7102,Swiggy
T01463,A0886,39173,Zomato
T01464,A0829,16477,Amazon
T01465,A0336,12173,Myntra
T01466,A0960,1761,Swiggy
T01467,A0891,18635,Flipkart
T01468,A0679,2365,Zomato
T01469,A0105,3984,Myntra
T01470,A0487,5731,Flipkart
T01471,A0544,40187,Zomato
T01472,A0940,105,Flipkart
T01473,A0433,3037,Myntra
T01474,A0730,17882,Zomato
T01475,A0751,29463,Amazon
T01476,A0894,33183,Swiggy
T01477,A0658,29737,Flipkart
T01478,A0390,9465,Flipkart
T01479,A0353,42559,Zomato
T01480,A0740,26093,Zomato
T01481,A0651,22959,Myntra
T01482,A0622,19794,Myntra
T01483,A0009,14861,Amazon
T01484,A0449,41247,Swiggy
T01485,A0847,15175,Amazon
T01486,A0893,21012,Swiggy
T01487,A0070,15750,Amazon
T01488,A0605,14424,Myntra
T01489,A0499,13581,Amazon
T01490,A0646,23782,Myntra
T01491,A0543,4438,Zomato
T01492,A0222,7709,Flipkart
T01493,A0984,39634,Swiggy
T01494,A0671,25690,Amazon
T01495,A0960,20147,Flipkart
T01496,A0104,21867,Zomato
T01497,A0688,30404,Amazon
T01498,A0240,24847,Zomato
T01499,A0662,48957,Zomato
T01500,A0631,12043,Amazon
T01501,A0894,22543,Swiggy
T01502,A0080,41046,Zomato
T01503,A0417,32525,Swiggy
T01504,A0857,17880,Flipkart
T01505,A0798,40410,Swiggy
T01506,A0409,24474,Zomato
T01507,A0267,24965,Flipkart
T01508,A0789,35539,Myntra
T01509,A0772,5308,Myntra
T01510,A0549,19131,Flipkart
T01511,A0654,12961,Flipkart
T01512,A0568,38710,Swiggy
T01513,A0750,32559,Swiggy
T01514,A0295,47085,Zomato
T01515,A0481,10014,Zomato
T01516,A0868,27093,Swiggy
T01517,A0667,14585,Myntra
T01518,A0593,24257,Amazon
T01519,A0949,29104,Zomato
T01520,A0258,38698,Zomato
T01521,A0212,3557,Swiggy
T01522,A0873,45271,Myntra
T01523,A0517,39113,Zomato
T01524,A0926,46273,Myntra
T01525,A0299,49241,Myntra
T01526,A0557,35957,Amazon
T01527,A0644,4846,Amazon
T01528,A0524,38496,Myntra
T01529,A0220,41241,Amazon
T01530,A0495,11076,Flipkart
T01531,A0245,18157,Flipkart
T01532,A0741,679,Amazon
T01533,A0631,1483,Zomato
T01534,A0202,7382,Swiggy
T01535,A0131,13103,Zomato
T01536,A0658,9291,Myntra
T01537,A0316,24163,Amazon
T01538,A0528,49123,Myntra
T01539,A0932,20202,Flipkart
T01540,A0566,49211,Amazon
T01541,A0127,15425,Flipkart
T01542,A0111,4850,Zomato
T01543,A0416,49406,Zomato
T01544,A0136,15371,Zomato
T01545,A0771,44736,Zomato
T01546,A0553,38405,Flipkart
T01547,A0029,656,Amazon
T01548,A0305,4503,Flipkart
T01549,A0316,1404,Swiggy
T01550,A0609,11183,Myntra
T01551,A0399,12643,Swiggy
T01552,A0338,29900,Myntra
T01553,A0432,12837,Zomato
T01554,A0508,29544,Amazon
T01555,A0340,30185,Zomato
T01556,A0262,2840,Zomato
T01557,A0933,48873,Zomato
T01558,A0880,36823,Myntra
T01559,A0977,26564,Myntra
T01560,A0819,26812,Amazon
T01561,A0718,4749,Myntra
T01562,A0326,32549,Zomato
T01563,A0637,40890,Myntra
T01564,A0497,1090,Zomato
T01565,A0412,7929,Flipkart
T01566,A0279,19477,Zomato
T01567,A0241,31833,Amazon
T01568,A0112,5940,Zomato
T01569,A0115,18765,Zomato
T01570,A0207,26845,Amazon
T01571,A0701,31902,Myntra
T01572,A0135,29979,Swiggy
T01573,A0537,36470,Myntra
T01574,A0734,19435,Amazon
T01575,A0632,4028,Flipkart
T01576,A0158,42451,Flipkart
T01577,A0659,37741,Myntra
T01578,A0212,21087,Zomato
T01579,A0874,20215,Zomato
T01580,A0481,2400,Zomato
T01581,A0837,44978,Swiggy
T01582,A0449,8180,Flipkart
T01583,A0600,30642,Swiggy
T01584,A0564,4581,Flipkart
T01585,A0881,29066,Amazon
T01586,A0941,13397,Swiggy
T01587,A0053,6408,Myntra
T01588,A0188,25190,Amazon
T01589,A0549,36379,Amazon
T01590,A0666,3820,Flipkart
T01591,A0800,36070,Amazon
T01592,A0376,25015,Myntra
T01593,A0023,19116,Flipkart
T01594,A0916,3247,Swiggy
T01595,A0608,729,Amazon
T01596,A0068,40772,Swiggy
T01597,A0587,28525,Swiggy
T01598,A0572,31379,Flipkart
T01599,A0329,11152,Swiggy
T01600,A0953,14631,Myntra
T01601,A0677,27172,Flipkart
T01602,A0663,42215,Flipkart
T01603,A0436,48255,Myntra
T01604,A0858,713,Swiggy
T01605,A0852,45019,Flipkart
T01606,A0164,47332,Swiggy
T01607,A0763,8108,Amazon
T01608,A0235,12267,Swiggy
T01609,A0246,30307,Flipkart
T01610,A0436,32230,Zomato
T01611,A0516,1849,Zomato
T01612,A0607,49383,Flipkart
T01613,A0878,46935,Myntra
T01614,A0833,10750,Zomato
T01615,A0654,7028,Flipkart
T01616,A0852,21996,Amazon
T01617,A0482,44358,Flipkart
T01618,A0980,13795,Amazon
T01619,A0088,45052,Flipkart
T01620,A0030,32682,Flipkart
T01621,A0746,14843,Zomato
T01622,A0408,34664,Amazon
T01623,A0730,37096,Amazon
T01624,A0012,9246,Swiggy
T01625,A0652,32517,Flipkart
T01626,A0624,14868,Myntra
T01627,A0504,22391,Zomato
T01628,A0437,6930,Amazon
T01629,A0011,3250,Myntra
T01630,A0742,39722,Swiggy
T01631,A0924,13038,Zomato
T01632,A0613,48137,Swiggy
T01633,A0126,705,Flipkart
T01634,A0568,10823,Flipkart
T01635,A0728,49524,Myntra
T01636,A0398,25518,Flipkart
T01637,A0427,43901,Flipkart
T01638,A0402,4000,Flipkart
T01639,A0030,42820,Flipkart
T01640,A0279,25549,Swiggy
T01641,A0486,13889,Swiggy
T01642,A0334,47814,Zomato
T01643,A0876,49445,Myntra
T01644,A0297,16048,Swiggy
T01645,A0441,37745,Flipkart
T01646,A0067,5451,Zomato
T01647,A0407,17661,Zomato
T01648,A0301,42221,Zomato
T01649,A0921,38187,Myntra
T01650,A0934,44083,Flipkart
T01651,A0963,9667,Flipkart
T01652,A0365,29018,Flipkart
T01653,A0806,7352,Myntra
T01654,A0418,18364,Swiggy
T01655,A0928,20319,Myntra
T01656,A0808,43772,Amazon
T01657,A0786,43601,Swiggy
T01658,A0336,29650,Zomato
T01659,A0582,25272,Amazon
T01660,A0309,2330,Zomato
T01661,A0165,36749,Swiggy
T01662,A0547,19883,Myntra
T01663,A0470,10677,Amazon
T01664,A0889,42749,Zomato
T01665,A0382,10964,Amazon
T01666,A0588,25576,Zomato
T01667,A0867,45592,Myntra
T01668,A0615,38062,Swiggy
T01669,A0665,40521,Amazon
T01670,A0831,27046,Myntra
T01671,A0471,10701,Swiggy
T01672,A0627,15099,Amazon
T01673,A0776,45791,Swiggy
T01674,A0194,43370,Zomato
T01675,A0464,10508,Swiggy
T01676,A0882,26381,Amazon
T01677,A0648,49293,Zomato
T01678,A0875,11053,Zomato
T01679,A0375,45306,Swiggy
T01680,A0673,16664,Amazon
T01681,A0988,23420,Swiggy
T01682,A0797,2448,Flipkart
T01683,A0851,5433,Myntra
T01684,A0511,10324,Swiggy
T01685,A0534,26679,Flipkart
T01686,A0040,14978,Swiggy
T01687,A0693,14362,Amazon
T01688,A0544,1372,Swiggy
T01689,A0191,37971,Flipkart
T01690,A0398,7809,Zomato
T01691,A0390,11679,Zomato
T01692,A0633,35891,Zomato
T01693,A0442,7677,Zomato
T01694,A0627,8189,Flipkart
T01695,A0540,29560,Amazon
T01696,A0457,31514,Myntra
T01697,A0883,33157,Amazon
T01698,A0843,4240,Flipkart
T01699,A0629,21787,Zomato
T01700,A0556,25249,Swiggy
T01701,A0417,29901,Swiggy
T01702,A0690,19790,Flipkart
T01703,A0229,20495,Myntra
T01704,A0405,3051,Swiggy
